diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb,table
allyears,80-84,All Persons,IMD Q5,South East,All Stages,All Routes,200,21.9,18.2,25.6,
2016,80-84,All Persons,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,2.7,-2.6,8.0,imd_5_region_South West
2017,80-84,All Persons,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,15.8,3.2,28.4,imd_5_region_South West
2018,80-84,All Persons,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,7.7,-1.0,16.5,imd_5_region_South West
2019,80-84,All Persons,IMD Q5,South West,All Stages,All Routes,65,158.0,119.0,197.1,imd_5_region_South West
2020,80-84,All Persons,IMD Q5,South West,All Stages,All Routes,60,153.8,115.5,192.1,imd_5_region_South West
2021,80-84,All Persons,IMD Q5,South West,All Stages,All Routes,75,255.2,198.2,312.2,imd_5_region_South West
2022,80-84,All Persons,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0,imd_5_region_South West
2023,80-84,All Persons,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,2.4,-2.3,7.2,imd_5_region_South West
allyears,80-84,All Persons,IMD Q5,South West,All Stages,All Routes,200,21.5,15.9,27.1,
2016,80-84,All Persons,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.9,-3.7,11.5,imd_5_region_West Midlands
2017,80-84,All Persons,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,22.4,4.5,40.3,imd_5_region_West Midlands
2018,80-84,All Persons,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,10.7,-1.4,22.8,imd_5_region_West Midlands
2019,80-84,All Persons,IMD Q5,West Midlands,All Stages,All Routes,65,215.6,162.3,268.8,imd_5_region_West Midlands
2020,80-84,All Persons,IMD Q5,West Midlands,All Stages,All Routes,60,207.9,156.2,259.7,imd_5_region_West Midlands
2021,80-84,All Persons,IMD Q5,West Midlands,All Stages,All Routes,75,423.6,329.0,518.3,imd_5_region_West Midlands
2022,80-84,All Persons,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0,imd_5_region_West Midlands
2023,80-84,All Persons,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.3,-3.2,9.8,imd_5_region_West Midlands
allyears,80-84,All Persons,IMD Q5,West Midlands,All Stages,All Routes,200,22.9,16.0,29.7,
2016,80-84,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.8,-3.7,11.3,imd_5_region_Yorkshire and The Humber
2017,80-84,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,22.1,4.4,39.8,imd_5_region_Yorkshire and The Humber
2018,80-84,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,10.6,-1.4,22.7,imd_5_region_Yorkshire and The Humber
2019,80-84,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,65,216.7,163.2,270.2,imd_5_region_Yorkshire and The Humber
2020,80-84,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,60,210.4,158.0,262.8,imd_5_region_Yorkshire and The Humber
2021,80-84,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,75,309.4,240.3,378.5,imd_5_region_Yorkshire and The Humber
2022,80-84,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0,imd_5_region_Yorkshire and The Humber
2023,80-84,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.5,-3.3,10.2,imd_5_region_Yorkshire and The Humber
allyears,80-84,All Persons,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,200,20.6,14.2,27.0,
2016,80-84,Male,All IMD Quintiles,All Regions,All Stages,All Routes,130,22.3,18.4,26.1,sex_1
2017,80-84,Male,All IMD Quintiles,All Regions,All Stages,All Routes,120,18.5,15.2,21.8,sex_1
2018,80-84,Male,All IMD Quintiles,All Regions,All Stages,All Routes,115,17.0,13.9,20.1,sex_1
2019,80-84,Male,All IMD Quintiles,All Regions,All Stages,All Routes,160,23.3,19.7,26.9,sex_1
2020,80-84,Male,All IMD Quintiles,All Regions,All Stages,All Routes,140,20.5,17.1,23.9,sex_1
2021,80-84,Male,All IMD Quintiles,All Regions,All Stages,All Routes,145,21.1,17.7,24.6,sex_1
2022,80-84,Male,All IMD Quintiles,All Regions,All Stages,All Routes,140,19.8,16.5,23.1,sex_1
2023,80-84,Male,All IMD Quintiles,All Regions,All Stages,All Routes,135,19.5,16.2,22.7,sex_1
allyears,80-84,Male,All IMD Quintiles,All Regions,All Stages,All Routes,1085,23.2,21.9,24.6,
2016,80-84,Male,All IMD Quintiles,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.4,0.4,2.3,sex_1_rtd_emergency
2017,80-84,Male,All IMD Quintiles,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.9,0.2,1.6,sex_1_rtd_emergency
2018,80-84,Male,All IMD Quintiles,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.2,0.4,2.0,sex_1_rtd_emergency
2019,80-84,Male,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_emergency
2020,80-84,Male,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_emergency
2021,80-84,Male,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_emergency
2022,80-84,Male,All IMD Quintiles,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.3,0.4,2.1,sex_1_rtd_emergency
2023,80-84,Male,All IMD Quintiles,All Regions,All Stages,Emergency,10,1.4,0.5,2.3,sex_1_rtd_emergency
allyears,80-84,Male,All IMD Quintiles,All Regions,All Stages,Emergency,10,0.9,0.6,1.1,
2016,80-84,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,120,20.7,17.0,24.4,sex_1_rtd_non_emergency
2017,80-84,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,115,17.2,14.0,20.3,sex_1_rtd_non_emergency
2018,80-84,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,105,15.3,12.3,18.2,sex_1_rtd_non_emergency
2019,80-84,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_non_emergency
2020,80-84,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_non_emergency
2021,80-84,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_rtd_non_emergency
2022,80-84,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,130,18.5,15.3,21.7,sex_1_rtd_non_emergency
2023,80-84,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,125,17.8,14.6,20.9,sex_1_rtd_non_emergency
allyears,80-84,Male,All IMD Quintiles,All Regions,All Stages,Non-emergency,595,12.7,11.6,13.7,
2016,80-84,Male,All IMD Quintiles,All Regions,Early,All Routes,50,8.9,6.5,11.3,sex_1_stage_early
2017,80-84,Male,All IMD Quintiles,All Regions,Early,All Routes,50,7.3,5.2,9.4,sex_1_stage_early
2018,80-84,Male,All IMD Quintiles,All Regions,Early,All Routes,40,5.8,4.0,7.6,sex_1_stage_early
2019,80-84,Male,All IMD Quintiles,All Regions,Early,All Routes,55,8.0,5.9,10.1,sex_1_stage_early
2020,80-84,Male,All IMD Quintiles,All Regions,Early,All Routes,50,7.2,5.2,9.2,sex_1_stage_early
2021,80-84,Male,All IMD Quintiles,All Regions,Early,All Routes,45,6.8,4.8,8.8,sex_1_stage_early
2022,80-84,Male,All IMD Quintiles,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_stage_early
2023,80-84,Male,All IMD Quintiles,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_stage_early
allyears,80-84,Male,All IMD Quintiles,All Regions,Early,All Routes,290,8.3,7.5,9.2,
2016,80-84,Male,All IMD Quintiles,All Regions,Advanced,All Routes,65,10.8,8.1,13.4,sex_1_stage_advanced
2017,80-84,Male,All IMD Quintiles,All Regions,Advanced,All Routes,60,9.1,6.8,11.4,sex_1_stage_advanced
2018,80-84,Male,All IMD Quintiles,All Regions,Advanced,All Routes,55,8.4,6.3,10.6,sex_1_stage_advanced
2019,80-84,Male,All IMD Quintiles,All Regions,Advanced,All Routes,70,9.9,7.6,12.3,sex_1_stage_advanced
2020,80-84,Male,All IMD Quintiles,All Regions,Advanced,All Routes,65,9.4,7.1,11.7,sex_1_stage_advanced
2021,80-84,Male,All IMD Quintiles,All Regions,Advanced,All Routes,75,11.2,8.7,13.7,sex_1_stage_advanced
2022,80-84,Male,All IMD Quintiles,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_stage_advanced
2023,80-84,Male,All IMD Quintiles,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_stage_advanced
allyears,80-84,Male,All IMD Quintiles,All Regions,Advanced,All Routes,390,6.2,5.5,6.9,
2016,80-84,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,15,27.1,12.9,41.3,sex_1_region_East Midlands
2017,80-84,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,10,22.8,9.9,35.6,sex_1_region_East Midlands
2018,80-84,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,15,23.9,10.9,36.9,sex_1_region_East Midlands
2019,80-84,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,15,24.8,11.8,37.8,sex_1_region_East Midlands
2020,80-84,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,10,19.3,7.9,30.7,sex_1_region_East Midlands
2021,80-84,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,20,35.1,19.7,50.5,sex_1_region_East Midlands
2022,80-84,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,10,20.6,8.9,32.2,sex_1_region_East Midlands
2023,80-84,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,10,18.9,7.7,30.0,sex_1_region_East Midlands
allyears,80-84,Male,All IMD Quintiles,East Midlands,All Stages,All Routes,105,27.6,22.4,32.9,
2016,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,1.9,-1.9,5.7,sex_1_region_East Midlands_rtd_emergency
2017,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0,sex_1_region_East Midlands_rtd_emergency
2018,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,3.7,-1.4,8.8,sex_1_region_East Midlands_rtd_emergency
2019,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_emergency
2020,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_emergency
2021,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_emergency
2022,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,1.7,-1.6,5.1,sex_1_region_East Midlands_rtd_emergency
2023,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0,sex_1_region_East Midlands_rtd_emergency
allyears,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Emergency,0,1.0,0.0,2.0,
2016,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,15,25.2,11.5,38.9,sex_1_region_East Midlands_rtd_non_emergency
2017,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,10,22.8,9.9,35.6,sex_1_region_East Midlands_rtd_non_emergency
2018,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,10,20.2,8.3,32.2,sex_1_region_East Midlands_rtd_non_emergency
2019,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_non_emergency
2020,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_non_emergency
2021,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_rtd_non_emergency
2022,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,10,18.9,7.7,30.0,sex_1_region_East Midlands_rtd_non_emergency
2023,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,10,18.9,7.7,30.0,sex_1_region_East Midlands_rtd_non_emergency
allyears,80-84,Male,All IMD Quintiles,East Midlands,All Stages,Non-emergency,55,15.0,11.1,18.8,
2016,80-84,Male,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,5.8,-0.8,12.4,sex_1_region_East Midlands_stage_early
2017,80-84,Male,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,9.5,1.2,17.8,sex_1_region_East Midlands_stage_early
2018,80-84,Male,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,9.2,1.1,17.2,sex_1_region_East Midlands_stage_early
2019,80-84,Male,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0,sex_1_region_East Midlands_stage_early
2020,80-84,Male,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,5.3,-0.7,11.2,sex_1_region_East Midlands_stage_early
2021,80-84,Male,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,12.3,3.2,21.4,sex_1_region_East Midlands_stage_early
2022,80-84,Male,All IMD Quintiles,East Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_stage_early
2023,80-84,Male,All IMD Quintiles,East Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_stage_early
allyears,80-84,Male,All IMD Quintiles,East Midlands,Early,All Routes,0,11.6,8.2,15.0,
2016,80-84,Male,All IMD Quintiles,East Midlands,Advanced,All Routes,10,19.4,7.4,31.4,sex_1_region_East Midlands_stage_advanced
2017,80-84,Male,All IMD Quintiles,East Midlands,Advanced,All Routes,SUPPRESSED; n<10,9.5,1.2,17.8,sex_1_region_East Midlands_stage_advanced
2018,80-84,Male,All IMD Quintiles,East Midlands,Advanced,All Routes,SUPPRESSED; n<10,11.0,2.2,19.8,sex_1_region_East Midlands_stage_advanced
2019,80-84,Male,All IMD Quintiles,East Midlands,Advanced,All Routes,SUPPRESSED; n<10,15.9,5.5,26.4,sex_1_region_East Midlands_stage_advanced
2020,80-84,Male,All IMD Quintiles,East Midlands,Advanced,All Routes,SUPPRESSED; n<10,7.0,0.1,13.9,sex_1_region_East Midlands_stage_advanced
2021,80-84,Male,All IMD Quintiles,East Midlands,Advanced,All Routes,10,19.3,7.9,30.7,sex_1_region_East Midlands_stage_advanced
2022,80-84,Male,All IMD Quintiles,East Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_stage_advanced
2023,80-84,Male,All IMD Quintiles,East Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_East Midlands_stage_advanced
allyears,80-84,Male,All IMD Quintiles,East Midlands,Advanced,All Routes,20,5.9,3.5,8.4,
2016,80-84,Male,All IMD Quintiles,East of England,All Stages,All Routes,15,21.0,10.4,31.6,sex_1_region_East of England
2017,80-84,Male,All IMD Quintiles,East of England,All Stages,All Routes,20,24.7,13.3,36.0,sex_1_region_East of England
2018,80-84,Male,All IMD Quintiles,East of England,All Stages,All Routes,20,25.2,13.9,36.6,sex_1_region_East of England
2019,80-84,Male,All IMD Quintiles,East of England,All Stages,All Routes,15,16.9,7.7,26.1,sex_1_region_East of England
2020,80-84,Male,All IMD Quintiles,East of England,All Stages,All Routes,10,15.6,6.8,24.4,sex_1_region_East of England
2021,80-84,Male,All IMD Quintiles,East of England,All Stages,All Routes,15,19.7,9.7,29.7,sex_1_region_East of England
2022,80-84,Male,All IMD Quintiles,East of England,All Stages,All Routes,15,19.5,9.6,29.3,sex_1_region_East of England
2023,80-84,Male,All IMD Quintiles,East of England,All Stages,All Routes,20,24.6,13.6,35.7,sex_1_region_East of England
allyears,80-84,Male,All IMD Quintiles,East of England,All Stages,All Routes,130,23.9,19.7,28.1,
2016,80-84,Male,All IMD Quintiles,East of England,All Stages,Emergency,SUPPRESSED; n<10,1.4,-1.3,4.1,sex_1_region_East of England_rtd_emergency
2017,80-84,Male,All IMD Quintiles,East of England,All Stages,Emergency,SUPPRESSED; n<10,1.4,-1.3,4.1,sex_1_region_East of England_rtd_emergency
2018,80-84,Male,All IMD Quintiles,East of England,All Stages,Emergency,SUPPRESSED; n<10,1.3,-1.3,3.9,sex_1_region_East of England_rtd_emergency
2019,80-84,Male,All IMD Quintiles,East of England,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East of England_rtd_emergency
2020,80-84,Male,All IMD Quintiles,East of England,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East of England_rtd_emergency
2021,80-84,Male,All IMD Quintiles,East of England,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East of England_rtd_emergency
2022,80-84,Male,All IMD Quintiles,East of England,All Stages,Emergency,SUPPRESSED; n<10,2.6,-1.0,6.2,sex_1_region_East of England_rtd_emergency
2023,80-84,Male,All IMD Quintiles,East of England,All Stages,Emergency,SUPPRESSED; n<10,2.6,-1.0,6.2,sex_1_region_East of England_rtd_emergency
allyears,80-84,Male,All IMD Quintiles,East of England,All Stages,Emergency,0,1.3,0.3,2.3,
2016,80-84,Male,All IMD Quintiles,East of England,All Stages,Non-emergency,15,19.6,9.3,29.9,sex_1_region_East of England_rtd_non_emergency
2017,80-84,Male,All IMD Quintiles,East of England,All Stages,Non-emergency,15,21.9,11.2,32.7,sex_1_region_East of England_rtd_non_emergency
2018,80-84,Male,All IMD Quintiles,East of England,All Stages,Non-emergency,20,23.9,12.9,35.0,sex_1_region_East of England_rtd_non_emergency
2019,80-84,Male,All IMD Quintiles,East of England,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East of England_rtd_non_emergency
2020,80-84,Male,All IMD Quintiles,East of England,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East of England_rtd_non_emergency
2021,80-84,Male,All IMD Quintiles,East of England,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,sex_1_region_East of England_rtd_non_emergency
2022,80-84,Male,All IMD Quintiles,East of England,All Stages,Non-emergency,15,16.9,7.7,26.0,sex_1_region_East of England_rtd_non_emergency
2023,80-84,Male,All IMD Quintiles,East of England,All Stages,Non-emergency,15,22.0,11.6,32.5,sex_1_region_East of England_rtd_non_emergency
allyears,80-84,Male,All IMD Quintiles,East of England,All Stages,Non-emergency,80,14.8,11.5,18.1,
2016,80-84,Male,All IMD Quintiles,East of England,Early,All Routes,SUPPRESSED; n<10,8.4,1.7,15.1,sex_1_region_East of England_stage_early
2017,80-84,Male,All IMD Quintiles,East of England,Early,All Routes,SUPPRESSED; n<10,12.3,4.3,20.4,sex_1_region_East of England_stage_early
2018,80-84,Male,All IMD Quintiles,East of England,Early,All Routes,SUPPRESSED; n<10,5.3,0.1,10.5,sex_1_region_East of England_stage_early
2019,80-84,Male,All IMD Quintiles,East of England,Early,All Routes,SUPPRESSED; n<10,9.1,2.4,15.8,sex_1_region_East of England_stage_early
2020,80-84,Male,All IMD Quintiles,East of England,Early,All Routes,SUPPRESSED; n<10,6.5,0.8,12.2,sex_1_region_East of England_stage_early
2021,80-84,Male,All IMD Quintiles,East of England,Early,All Routes,SUPPRESSED; n<10,2.6,-1.0,6.3,sex_1_region_East of England_stage_early
2022,80-84,Male,All IMD Quintiles,East of England,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_East of England_stage_early
2023,80-84,Male,All IMD Quintiles,East of England,Early,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_East of England_stage_early
allyears,80-84,Male,All IMD Quintiles,East of England,Early,All Routes,0,8.9,6.4,11.5,
2016,80-84,Male,All IMD Quintiles,East of England,Advanced,All Routes,SUPPRESSED; n<10,11.2,3.4,19.0,sex_1_region_East of England_stage_advanced
2017,80-84,Male,All IMD Quintiles,East of England,Advanced,All Routes,SUPPRESSED; n<10,9.6,2.5,16.7,sex_1_region_East of England_stage_advanced
2018,80-84,Male,All IMD Quintiles,East of England,Advanced,All Routes,SUPPRESSED; n<10,12.0,4.1,19.8,sex_1_region_East of England_stage_advanced
2019,80-84,Male,All IMD Quintiles,East of England,Advanced,All Routes,SUPPRESSED; n<10,7.8,1.6,14.0,sex_1_region_East of England_stage_advanced
2020,80-84,Male,All IMD Quintiles,East of England,Advanced,All Routes,SUPPRESSED; n<10,7.8,1.6,14.0,sex_1_region_East of England_stage_advanced
2021,80-84,Male,All IMD Quintiles,East of England,Advanced,All Routes,10,14.5,5.9,23.0,sex_1_region_East of England_stage_advanced
2022,80-84,Male,All IMD Quintiles,East of England,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_East of England_stage_advanced
2023,80-84,Male,All IMD Quintiles,East of England,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,sex_1_region_East of England_stage_advanced
allyears,80-84,Male,All IMD Quintiles,East of England,Advanced,All Routes,10,6.3,4.1,8.4,
2016,80-84,Male,All IMD Quintiles,London,All Stages,All Routes,10,20.4,8.8,31.9,sex_1_region_London
2017,80-84,Male,All IMD Quintiles,London,All Stages,All Routes,15,25.2,12.5,38.0,sex_1_region_London
2018,80-84,Male,All IMD Quintiles,London,All Stages,All Routes,10,18.2,7.5,29.0,sex_1_region_London
2019,80-84,Male,All IMD Quintiles,London,All Stages,All Routes,20,34.2,19.6,48.9,sex_1_region_London
2020,80-84,Male,All IMD Quintiles,London,All Stages,All Routes,10,19.7,8.5,30.8,sex_1_region_London
2021,80-84,Male,All IMD Quintiles,London,All Stages,All Routes,15,25.3,12.5,38.1,sex_1_region_London
2022,80-84,Male,All IMD Quintiles,London,All Stages,All Routes,15,23.6,11.2,36.0,sex_1_region_London
2023,80-84,Male,All IMD Quintiles,London,All Stages,All Routes,15,27.0,13.8,40.2,sex_1_region_London
allyears,80-84,Male,All IMD Quintiles,London,All Stages,All Routes,110,27.6,22.6,32.7,
2016,80-84,Male,All IMD Quintiles,London,All Stages,Emergency,SUPPRESSED; n<10,3.4,-1.3,8.1,sex_1_region_London_rtd_emergency
2017,80-84,Male,All IMD Quintiles,London,All Stages,Emergency,SUPPRESSED; n<10,1.7,-1.6,5.0,sex_1_region_London_rtd_emergency
